wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,buggy,Accuracy_Voting_Pred,Accuracy_Voting_Pred_Prob,FMeasure_Voting_Pred,FMeasure_Voting_Pred_Prob,GMean_Voting_Pred,GMean_Voting_Pred_Prob,Accuracy_RF_Pred,Accuracy_RF_Pred_Prob,FMeasure_RF_Pred,FMeasure_RF_Pred_Prob,GMean_RF_Pred,GMean_RF_Pred_Prob,Accuracy_Ada_Pred,Accuracy_Ada_Pred_Prob,FMeasure_Ada_Pred,FMeasure_Ada_Pred_Prob,GMean_Ada_Pred,GMean_Ada_Pred_Prob,Function to be selected
6,1,0,4,6,15,2,2,6,2.0,6,0.0,0,0.0,0.4,0,0,0.0,1,1.0,False,False,0.11935383487298104,False,0.4247225410820688,False,0.4071039722020526,True,0.8,True,0.85,True,0.8,False,0.4224267073624393,True,0.6240725174326234,True,0.6905285674088578,Accuracy_Voting_Pred
9,1,0,5,10,28,5,0,9,0.875,44,1.0,0,0.0,0.7222222220000001,0,0,3.444444444,1,0.8889,False,False,0.04630737620514274,False,0.031827002054397716,False,0.031200392686078313,False,0.1,False,0.3,False,0.4,False,0.24894494357848831,False,0.30632701260966216,True,0.5727362457569755,Accuracy_Voting_Pred
9,1,0,7,10,28,7,0,9,0.875,44,1.0,0,0.0,0.7222222220000001,0,0,3.444444444,1,0.8889,False,False,0.04630737620514274,False,0.05335896194788941,False,0.05966722928134476,False,0.3,False,0.0,False,0.1,False,0.24894494357848845,False,0.1765107301358281,False,0.21346270600824688,Accuracy_Voting_Pred
3,1,0,7,11,1,0,7,3,0.75,35,1.0,1,0.0,0.5,0,0,10.0,1,0.6667,True,False,0.17862629654074527,False,0.25938890861081315,False,0.24818021509822544,False,0.3,False,0.2,False,0.3,True,0.7575991575660199,False,0.3950129885118431,False,0.2873099939531853,Accuracy_Ada_Pred
6,8,0,11,46,3,0,11,5,0.7,147,1.0,1,0.955357143,0.361111111,2,5,23.16666667,1,0.8333,True,True,0.9990912769725212,True,0.9983421532064723,True,0.9981909934126394,True,1.0,True,1.0,True,1.0,True,0.9708241073891072,True,0.8403016802041929,True,0.7006556559084771,Accuracy_Voting_Pred
9,1,0,5,30,0,0,5,9,0.625,82,1.0,1,0.0,0.26984127,0,0,7.888888888999999,1,0.8889,False,False,0.4118948103676948,False,0.4041168844284913,False,0.3941432412672245,False,0.1,True,0.6,True,0.8,True,0.662466292365497,False,0.29509267497270913,True,0.5258565498076225,Accuracy_Voting_Pred
6,8,0,8,15,3,0,8,6,0.8,69,1.0,2,0.955357143,0.30952381,1,3,10.0,1,0.8333,True,True,0.9973957923474318,True,0.9658456887929056,True,0.9724166543981028,True,0.9,True,0.8,True,1.0,True,0.7845707348770394,True,0.7165110622120994,True,0.7811501537620094,Accuracy_Voting_Pred
5,8,0,10,21,4,0,10,4,0.75,72,1.0,1,0.963963964,0.3666666670000001,2,4,13.0,1,0.8,True,True,0.9990971450370746,True,0.9971736873358932,True,0.9966578968308794,True,1.0,True,1.0,True,1.0,True,0.7445304514194152,True,0.7820008064520999,True,0.700655655908477,Accuracy_Voting_Pred
7,1,0,10,7,21,7,3,7,2.0,7,0.0,0,0.0,0.333333333,0,0,0.0,1,1.0,False,False,0.1024739153748204,True,0.6030593419090496,False,0.2606560894850465,False,0.4,True,0.65,False,0.5,False,0.2619643711177164,True,0.6327277002531245,True,0.6592278598054123,Accuracy_Voting_Pred
24,1,0,11,29,258,8,3,24,0.971014493,130,0.833333333,0,0.0,0.34375,0,0,3.916666667,1,0.9583,False,False,0.0003648323748077386,False,0.0003768675297221236,False,0.0002572960598511091,False,0.0,False,0.1,False,0.1,False,0.1487058419332691,False,0.2552649325756373,False,0.11816869009456347,Accuracy_Voting_Pred
7,4,0,12,49,19,0,12,7,0.833333333,301,1.0,0,0.7142857140000001,0.371428571,0,0,41.85714286,12,3.0,True,True,0.9510099522267728,False,0.2520534349756317,True,0.9078803068669836,False,0.3,True,0.7,True,0.7,True,0.9571430574222562,True,0.5543570416424682,False,0.2959759287346563,Accuracy_Voting_Pred
17,1,0,7,18,120,7,0,17,0.9375,84,1.0,0,0.0,0.367647059,0,0,3.470588235,1,0.9412,False,False,0.0029931508522020108,False,0.0018225697967780613,False,0.0016682037216819874,False,0.0,False,0.0,False,0.0,False,0.20706160035171087,False,0.1765107301358281,False,0.1550621753064494,Accuracy_Voting_Pred
3,1,0,3,13,3,0,3,3,2.0,130,0.0,0,0.0,0.5,0,0,42.33333333,14,5.0,False,True,0.6465748559313514,True,0.516795730551327,True,0.9946177651068108,True,1.0,True,1.0,True,0.9,True,0.8652101316659588,True,0.7029807393255496,True,0.9408495405840904,Accuracy_Voting_Pred
5,1,0,5,6,6,5,0,5,0.75,24,1.0,0,0.0,0.7,0,0,3.4,1,0.8,True,False,0.04439484391369669,False,0.03557060875734718,False,0.05486107918154135,False,0.3,False,0.2,False,0.2,False,0.14465366852088474,False,0.3098348935087483,False,0.12900691084880372,Accuracy_Voting_Pred
7,8,0,11,24,9,0,11,7,0.7777777779999999,91,1.0,2,0.946902655,0.28571428600000004,1,3,11.57142857,1,0.8571,True,True,0.9973876094829954,True,0.9843217718601636,True,0.9849404478570594,True,0.9,True,1.0,True,0.9,True,0.7226774521372816,True,0.786886967125882,True,0.7811501537620027,Accuracy_Voting_Pred
13,1,0,6,16,66,6,0,13,0.94047619,69,1.0,0,0.0,0.365384615,0,0,3.769230769,1,0.9231,False,False,0.012310648976475116,False,0.00775919855964707,False,0.0075348447804264446,False,0.1,False,0.1,False,0.0,False,0.24894494357848831,False,0.3068615887334341,False,0.19515355103359175,Accuracy_Voting_Pred
4,1,0,7,7,0,0,7,4,0.333333333,29,1.0,1,0.0,0.5,0,0,6.0,1,0.75,False,True,0.6023291068889477,True,0.6235736506549685,True,0.6229662741401075,True,1.0,True,1.0,True,0.8,True,0.9838601359357192,True,0.8662595164879153,True,0.951193935177131,Accuracy_Voting_Pred
2,1,0,4,6,1,0,4,2,1.0,16,1.0,0,0.0,0.666666667,0,0,6.5,1,0.5,False,True,0.6007199006106048,True,0.5981945162435006,True,0.575555303839776,True,0.6,True,0.6666666666666666,False,0.4,False,0.1927332095403672,True,0.5560811559304267,True,0.7833574007101824,Accuracy_Voting_Pred
4,8,0,13,23,0,0,13,4,0.666666667,78,1.0,1,0.972727273,0.375,1,2,18.0,1,0.75,True,True,0.9992288511794704,True,0.9964733319219928,True,0.9960223119835124,True,1.0,True,1.0,True,1.0,True,0.6989841550218582,True,0.7820008064520999,True,0.700655655908469,Accuracy_Voting_Pred
4,4,0,11,40,6,0,11,4,2.0,203,0.0,0,0.833333333,0.4,0,0,49.75,8,3.25,True,True,0.984805912631344,False,0.3011222667737358,True,0.97932548284204,True,0.7,True,0.6333333333333333,True,0.9,True,0.8493098235785997,True,0.5822654835444391,True,0.7427927332415721,Accuracy_Voting_Pred
3,1,0,5,3,3,2,3,3,2.0,3,0.0,0,0.0,0.466666667,0,0,0.0,1,1.0,True,False,0.4754485455447455,False,0.35343477577986754,False,0.4946619456934925,False,0.5,True,0.575,True,0.7,True,0.8781230599644122,True,0.5000130231691783,False,0.4396032462672593,Accuracy_Voting_Pred
4,8,0,7,13,0,0,7,4,0.666666667,52,1.0,1,0.972727273,0.4166666670000001,1,3,11.5,1,0.75,True,True,0.9985741953782244,True,0.6467706739355902,True,0.9809245816808124,True,0.8,False,0.45,True,1.0,True,0.7445304514194152,False,0.4545981667371419,True,0.6654983711632547,Accuracy_Voting_Pred
6,1,0,5,10,0,0,5,6,0.2,33,1.0,1,0.0,0.305555556,0,0,4.333333333,1,0.8333,True,False,0.06928798444250396,False,0.07525326796994679,False,0.04143262236124007,False,0.5,False,0.3,False,0.0,False,0.016891945531483286,False,0.3144093700877208,False,0.11975382268772944,Accuracy_Voting_Pred
3,1,0,8,3,3,5,3,3,2.0,3,0.0,0,0.0,0.466666667,0,0,0.0,1,1.0,True,False,0.4754485450138342,True,0.5485896161214151,True,0.544362686402458,True,0.7,True,0.6,True,0.6,True,0.8781230599644122,True,0.5583090735251577,True,0.6351387855602019,Accuracy_Voting_Pred
3,1,0,3,15,3,0,3,3,2.0,158,0.0,0,0.0,0.5,0,0,51.66666667,17,6.0,True,False,0.12858297930661136,False,0.14026866285179193,False,0.09351216455046388,False,0.3,False,0.0,False,0.4,False,0.2286750144071785,False,0.4483636899343131,False,0.3145841593274405,Accuracy_Voting_Pred
