dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,buggy,PredictedTechnique,DSF_Prediction,DSF_Pred_Prob
1,0,15,42,16,0,15,10,0.757575758,354,1.0,5,0.0,0.242424242,0,0,28.0,4,1.5,False,Accuracy_Voting_Pred,False,0.15944657406096632
1,0,5,18,21,2,3,10,0.666666667,174,1.0,0,0.0,0.533333333,0,0,16.0,19,2.7,False,Accuracy_Voting_Pred,False,0.023106559395539517
1,0,12,11,55,7,5,11,2.0,11,0.0,0,0.0,0.33766233799999995,0,0,0.0,1,1.0,True,Accuracy_Voting_Pred,False,0.039339716676283235
1,0,14,53,24,1,13,2,1.123809524,448,1.0,1,0.0,0.375,0,0,51.25,5,1.875,True,GMean_Voting_Pred,True,0.5589634842812783
1,0,5,41,0,2,4,14,0.775,254,0.75,1,0.0,0.257142857,0,0,14.375,3,1.5625,False,Accuracy_Voting_Pred,False,0.20674031188695
1,0,0,8,0,0,0,4,0.333333333,23,1.0,0,0.0,0.625,0,0,4.5,1,0.75,False,Accuracy_Voting_Pred,False,0.02014870487787857
1,0,8,12,66,3,5,12,2.0,12,0.0,0,0.0,0.347222222,0,0,0.0,1,1.0,False,Accuracy_Voting_Pred,False,0.040221158325263434
1,0,12,52,21,1,12,2,2.0,337,0.0,0,0.0,0.404761905,0,0,47.14285714,5,2.7143,False,Accuracy_Voting_Pred,False,0.04099636905443713
1,0,14,46,260,10,4,28,0.89010989,443,1.0,3,0.0,0.183908046,1,1,13.82758621,8,1.4138,True,Accuracy_Voting_Pred,False,0.3884836259080924
2,0,7,17,21,1,7,7,2.0,73,0.0,0,0.25,0.428571429,0,0,9.428571429,2,1.0,False,Accuracy_Voting_Pred,False,0.031607296802049344
1,0,4,13,15,2,2,5,2.0,84,0.0,0,0.0,0.5,0,0,13.0,1,0.8333,False,Accuracy_Voting_Pred,False,0.02594036984562892
1,0,0,10,1,0,0,2,2.0,45,0.0,0,0.0,0.5,0,0,21.5,4,2.0,False,Accuracy_Voting_Pred,False,0.024108936599560538
1,6,39,76,182,8,31,4,0.95625,495,1.0,4,0.0,0.111111111,0,0,21.80952381,2,1.0952,False,Accuracy_Voting_Pred,False,0.456171730784777
1,0,26,72,177,0,26,23,0.909090909,380,1.0,10,0.0,0.125,0,0,15.08695652,4,1.2609,False,Accuracy_Voting_Pred,False,0.4424194169711914
1,0,7,54,31,0,7,6,0.775,297,1.0,0,0.0,0.225,0,0,25.63636364,7,1.6364,False,Accuracy_Voting_Pred,False,0.04758704729196565
2,0,2,14,11,1,1,4,0.833333333,117,0.333333333,5,0.764705882,0.4,1,1,17.5,3,1.0,False,Accuracy_Voting_Pred,False,0.09684447544681753
1,0,5,4,6,5,0,4,2.0,4,0.0,0,0.0,0.833333333,0,0,0.0,1,1.0,False,Accuracy_Voting_Pred,False,0.016247781312437613
1,0,15,47,60,1,14,10,0.7638888890000001,312,1.0,6,0.0,0.18589743600000003,0,0,22.53846154,7,1.8462,False,Accuracy_Voting_Pred,False,0.2782853902607205
1,0,3,21,63,3,1,15,0.828571429,152,1.0,1,0.0,0.238095238,1,1,8.8,7,1.4,False,Accuracy_Voting_Pred,False,0.2564373737322991
3,0,8,31,10,0,8,3,1.25,135,1.0,0,0.8620689659999999,0.4,2,2,25.8,1,0.8,False,Accuracy_Voting_Pred,False,0.08381179521280978
1,0,2,12,31,2,0,10,0.86,64,1.0,0,0.0,0.681818182,0,0,4.363636364,1,0.8182,False,Accuracy_Voting_Pred,False,0.0202191219133368
1,0,3,9,1,0,3,1,1.0,26,0.0,1,0.0,1.0,0,0,11.5,0,0.0,False,Accuracy_Voting_Pred,False,0.014973240001972948
4,0,15,43,0,1,14,2,0.666666667,402,1.0,0,0.996168582,0.5555555560000001,2,3,198.5,17,8.5,False,Accuracy_Voting_Pred,False,0.048398270360849344
4,2,11,8,8,11,0,4,1.0,26,1.0,0,0.894736842,0.6,0,0,3.8,1,0.4,False,Accuracy_Voting_Pred,False,0.01170379706957428
5,0,22,6,3,21,1,2,1.5,16,1.0,0,1.0,0.666666667,0,0,4.0,0,0.0,False,Accuracy_Voting_Pred,False,0.010315434211464398
1,0,16,53,8,1,15,2,1.230769231,361,1.0,0,0.0,0.52,0,0,66.0,8,3.2,True,Accuracy_Voting_Pred,False,0.03675125576647512
1,0,2,2,1,2,0,2,2.0,2,0.0,0,0.0,0.875,0,0,0.0,1,1.0,False,Accuracy_Voting_Pred,False,0.015311443743842657
1,0,1,14,21,0,1,10,0.740740741,109,1.0,1,0.0,0.32,1,1,9.6,7,1.5,False,Accuracy_Voting_Pred,False,0.07309700395986803
2,0,9,8,6,8,1,3,0.875,79,0.333333333,5,0.8125,0.4166666670000001,1,1,13.6,1,0.6,False,Accuracy_Voting_Pred,False,0.07246275838407684
1,0,14,49,53,0,14,11,0.775510204,360,1.0,6,0.0,0.221428571,0,0,22.53333333,4,1.4667,False,Accuracy_Voting_Pred,False,0.2701405162524473
2,0,11,9,9,11,0,4,0.857142857,91,0.428571429,5,0.764705882,0.4,1,1,13.0,1,0.6667,False,Accuracy_Voting_Pred,False,0.08108698610120961
1,0,18,17,16,16,2,9,0.525,112,1.0,1,0.0,0.472222222,0,0,10.88888889,2,0.7778,False,Accuracy_Voting_Pred,False,0.027578667757449743
1,0,4,14,0,1,3,2,0.0,78,1.0,0,0.0,0.666666667,0,0,37.5,3,1.5,False,Accuracy_Voting_Pred,False,0.022319558109980223
1,0,8,5,10,3,5,5,2.0,5,0.0,0,0.0,0.433333333,0,0,0.0,1,1.0,False,Accuracy_Voting_Pred,False,0.03181658329529278
2,0,6,33,51,1,5,12,0.8367346940000001,183,1.0,0,0.4166666670000001,0.34666666700000004,2,2,10.73333333,3,1.3333,False,Accuracy_Voting_Pred,False,0.12427631780231492
1,0,11,20,4,4,7,2,0.666666667,111,1.0,0,0.0,0.5,0,0,26.5,3,1.25,False,Accuracy_Voting_Pred,False,0.032564407161805635
1,0,4,1,0,2,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,Accuracy_Voting_Pred,False,0.01428737527571784
2,0,23,61,6,1,22,2,0.761904762,413,1.0,1,0.7307692309999999,0.3,1,3,49.875,6,2.375,False,Accuracy_Voting_Pred,False,0.43812887093063385
1,0,21,36,3,14,7,2,0.533333333,187,1.0,0,0.0,0.333333333,0,0,29.66666667,4,1.3333,False,Accuracy_Voting_Pred,False,0.039773175922173394
1,2,13,43,27,2,11,8,0.78,220,1.0,1,0.0,0.283333333,0,0,18.54545455,4,1.1818,False,Accuracy_Voting_Pred,False,0.056955222267189576
1,0,3,18,26,3,0,13,0.75,134,1.0,0,0.0,0.512820513,0,0,8.923076923,1,0.8462,False,Accuracy_Voting_Pred,False,0.02448189867207281
1,0,7,13,10,7,0,7,0.8,75,1.0,0,0.0,0.34375,0,0,7.75,2,0.875,False,Accuracy_Voting_Pred,False,0.19568122274083172
1,0,11,37,21,0,11,7,0.8,190,1.0,4,0.0,0.24691358,0,0,17.5,3,1.1,False,Accuracy_Voting_Pred,False,0.09703850736029228
1,0,21,92,107,0,21,11,0.855555556,765,1.0,5,0.0,0.20242915,0,0,39.0,9,2.6316,False,Accuracy_Voting_Pred,False,0.32581817700941235
1,14,16,5,1,14,2,3,0.5,17,1.0,0,0.0,0.666666667,0,0,4.333333333,1,0.6667,False,Accuracy_Voting_Pred,False,0.020529131702454004
1,0,18,39,143,16,3,23,0.8506493509999999,309,1.0,2,0.0,0.236024845,1,1,12.13043478,7,1.3478,False,Accuracy_Voting_Pred,False,0.4951933300766225
2,0,7,6,1,6,1,2,2.0,16,0.0,0,0.923076923,1.0,0,0,7.0,1,0.5,False,Accuracy_Voting_Pred,False,0.007738409493692555
2,0,6,15,2,0,6,4,0.7777777779999999,57,1.0,1,0.625,0.4375,0,0,12.5,1,0.75,True,Accuracy_Voting_Pred,False,0.022931395192144752
1,0,10,25,300,2,8,25,2.0,25,0.0,0,0.0,0.255,0,0,0.0,1,1.0,False,Accuracy_Voting_Pred,False,0.3310988638033959
1,0,1,3,3,1,0,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,Accuracy_Voting_Pred,False,0.013266993099151962
1,0,10,55,0,4,7,9,0.6527777779999999,298,1.0,1,0.0,0.3,0,0,21.46153846,6,1.9231,False,Accuracy_Voting_Pred,False,0.3756156924815832
1,0,23,58,263,22,1,24,0.85440613,724,1.0,0,0.0,0.305555556,0,0,22.83333333,7,1.4,False,Accuracy_Voting_Pred,False,0.2238288403532805
1,0,9,6,15,6,3,6,2.0,6,0.0,0,0.0,0.533333333,0,0,0.0,1,1.0,False,Accuracy_Voting_Pred,False,0.02637876874100721
1,0,4,14,0,1,3,2,0.0,78,1.0,0,0.0,0.666666667,0,0,37.5,3,1.5,False,Accuracy_Voting_Pred,False,0.022319558109980223
1,0,20,17,16,18,2,9,0.525,112,1.0,1,0.0,0.472222222,0,0,10.88888889,2,0.7778,False,Accuracy_Voting_Pred,False,0.027578667757449743
2,0,12,9,9,12,0,4,0.857142857,91,0.428571429,5,0.764705882,0.4,1,1,13.0,1,0.6667,False,Accuracy_Voting_Pred,False,0.08108698610120961
1,0,14,50,51,0,14,11,0.7551020409999999,361,1.0,6,0.0,0.221428571,0,0,22.6,5,1.5333,False,Accuracy_Voting_Pred,False,0.26979656100818383
2,0,8,8,6,7,1,3,0.875,79,0.333333333,5,0.8125,0.4166666670000001,1,1,13.6,1,0.6,False,Accuracy_Voting_Pred,False,0.07246275838407684
1,0,6,22,42,3,3,12,0.727272727,204,1.0,0,0.0,0.5,0,0,15.66666667,19,2.3333,False,Accuracy_Voting_Pred,False,0.027259672282111336
1,0,1,14,21,0,1,10,0.740740741,109,1.0,1,0.0,0.32,1,1,9.6,7,1.5,True,Accuracy_Voting_Pred,False,0.07309700395986803
1,0,22,35,3,15,7,2,0.533333333,186,1.0,0,0.0,0.333333333,0,0,29.5,4,1.3333,False,Accuracy_Voting_Pred,False,0.039773175922173394
1,6,17,43,27,6,11,8,0.78,220,1.0,1,0.0,0.283333333,0,0,18.54545455,4,1.1818,False,Accuracy_Voting_Pred,False,0.056955222267189576
1,0,3,18,26,3,0,13,0.75,134,1.0,0,0.0,0.512820513,0,0,8.923076923,1,0.8462,False,Accuracy_Voting_Pred,False,0.02448189867207281
1,0,10,28,378,2,8,28,2.0,28,0.0,0,0.0,0.267857143,0,0,0.0,1,1.0,False,Accuracy_Voting_Pred,False,0.3976603227429402
1,0,8,5,10,3,5,5,2.0,5,0.0,0,0.0,0.433333333,0,0,0.0,1,1.0,False,Accuracy_Voting_Pred,False,0.03181658329529278
2,0,6,33,51,1,5,12,0.8367346940000001,183,1.0,0,0.391304348,0.34666666700000004,2,2,10.73333333,3,1.3333,False,Accuracy_Voting_Pred,False,0.12595267863924892
1,0,11,20,4,4,7,2,0.666666667,111,1.0,0,0.0,0.5,0,0,26.5,3,1.25,False,Accuracy_Voting_Pred,False,0.032564407161805635
1,0,8,21,0,1,7,2,1.0,168,1.0,1,0.0,0.4,0,0,39.0,3,1.5,False,Accuracy_Voting_Pred,False,0.04853331627706439
1,0,2,7,3,2,0,5,0.8,35,1.0,0,0.0,0.5555555560000001,0,0,4.333333333,1,0.6667,False,Accuracy_Voting_Pred,False,0.025866594742591963
2,0,3,8,6,0,3,4,2.0,22,0.0,0,0.4,1.0,0,0,4.5,1,0.75,False,Accuracy_Voting_Pred,False,0.014253319661929288
1,0,13,33,13,0,13,4,1.0,226,1.0,1,0.0,0.425,0,0,18.63636364,1,0.8182,False,Accuracy_Voting_Pred,False,0.06571151173850212
2,0,18,41,7,1,17,2,0.666666667,216,1.0,0,0.791666667,0.3666666670000001,1,3,34.5,5,2.3333,False,Accuracy_Voting_Pred,False,0.1424146091230066
1,0,5,34,36,4,1,7,0.727272727,342,1.0,0,0.0,0.464285714,0,0,27.16666667,4,1.8333,False,Accuracy_Voting_Pred,False,0.0350186863246513
1,0,37,143,484,0,37,37,0.891737892,814,1.0,8,0.0,0.115384615,0,0,19.125,6,1.45,False,Accuracy_Voting_Pred,True,0.8652873254550059
2,0,11,17,21,4,11,7,2.0,80,0.0,0,0.25,0.30952381,0,0,10.42857143,1,0.8571,False,Accuracy_Voting_Pred,False,0.059518923118604024
1,0,2,2,1,2,0,2,2.0,2,0.0,0,0.0,0.875,0,0,0.0,1,1.0,False,Accuracy_Voting_Pred,False,0.017617615998988933
2,0,23,61,6,1,22,2,0.761904762,413,1.0,1,0.7307692309999999,0.3,1,3,49.875,6,2.375,False,Accuracy_Voting_Pred,False,0.442556169507612
1,0,4,1,0,2,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,Accuracy_Voting_Pred,False,0.016371009207378568
1,0,1,3,3,1,0,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,Accuracy_Voting_Pred,False,0.014938597306399896
1,0,11,36,25,3,8,7,0.388888889,284,1.0,2,0.0,0.475,0,0,27.0,6,2.0,False,Accuracy_Voting_Pred,False,0.3828985647420677
1,0,23,58,263,22,1,24,0.85440613,724,1.0,0,0.0,0.305555556,0,0,22.83333333,7,1.4,False,Accuracy_Voting_Pred,False,0.23520027655514375
5,0,24,6,3,23,1,2,1.5,16,1.0,0,1.0,0.666666667,0,0,4.0,0,0.0,False,Accuracy_Voting_Pred,False,0.012950892463968612
2,0,7,17,21,1,7,7,2.0,73,0.0,0,0.25,0.428571429,0,0,9.428571429,2,1.0,False,Accuracy_Voting_Pred,False,0.04123752122678751
1,0,3,22,3,1,2,3,2.0,66,0.0,0,0.0,0.333333333,0,0,21.0,2,1.3333,False,Accuracy_Voting_Pred,False,0.04069948201285315
1,0,14,48,309,10,4,30,0.8976190479999999,465,1.0,3,0.0,0.167741935,1,1,13.5483871,8,1.3871,False,Accuracy_Voting_Pred,True,0.7335188468769386
1,0,8,13,78,3,5,13,2.0,13,0.0,0,0.0,0.384615385,0,0,0.0,1,1.0,False,Accuracy_Voting_Pred,False,0.08274894864086142
1,0,0,8,0,0,0,4,0.333333333,23,1.0,0,0.0,0.625,0,0,4.5,1,0.75,False,Accuracy_Voting_Pred,False,0.02391403081247051
1,0,9,31,8,1,8,2,1.1875,151,1.0,1,0.0,0.45,0,0,27.6,3,1.2,False,Accuracy_Voting_Pred,False,0.04773621621281194
1,0,5,41,0,2,4,14,0.775,254,0.75,1,0.0,0.257142857,0,0,14.375,3,1.5625,False,Accuracy_Voting_Pred,False,0.21621806933807847
1,0,16,13,78,9,7,13,2.0,13,0.0,0,0.0,0.299145299,0,0,0.0,1,1.0,False,Accuracy_Voting_Pred,False,0.22720414723846005
1,0,11,38,13,2,9,3,1.142857143,189,0.7142857140000001,0,0.0,0.2,0,0,29.33333333,5,1.6667,False,Accuracy_Voting_Pred,False,0.06846824980089894
1,0,4,9,11,4,0,7,0.7777777779999999,39,1.0,0,0.0,0.35714285700000004,0,0,4.1428571430000005,1,0.8571,False,Accuracy_Voting_Pred,False,0.2014373454199289
1,0,9,23,0,9,0,12,0.727272727,157,1.0,0,0.0,0.333333333,0,0,11.66666667,2,0.8333,False,Accuracy_Voting_Pred,False,0.0350931661812534
2,0,5,12,6,2,5,1,1.333333333,37,0.0,0,0.75,0.35,1,1,8.0,1,0.75,False,Accuracy_Voting_Pred,False,0.04923072705837745
1,0,9,6,15,6,3,6,2.0,6,0.0,0,0.0,0.533333333,0,0,0.0,1,1.0,False,Accuracy_Voting_Pred,False,0.032308146246022865
2,0,6,15,2,0,6,4,0.7777777779999999,57,1.0,1,0.625,0.4375,0,0,12.5,1,0.75,False,Accuracy_Voting_Pred,False,0.3629431656038845
1,0,10,33,4,1,9,2,1.259259259,172,1.0,0,0.0,0.5,0,0,39.75,2,0.75,False,Accuracy_Voting_Pred,False,0.04396155000562591
2,0,7,6,1,6,1,2,2.0,16,0.0,0,0.923076923,1.0,0,0,7.0,1,0.5,False,Accuracy_Voting_Pred,False,0.009511684676565551
1,0,18,39,143,16,3,23,0.8506493509999999,309,1.0,2,0.0,0.236024845,1,1,12.13043478,7,1.3478,True,Accuracy_Voting_Pred,False,0.15204543930050646
1,15,17,5,1,15,2,3,0.5,17,1.0,0,0.0,0.666666667,0,0,4.333333333,1,0.6667,False,Accuracy_Voting_Pred,False,0.02440403463086461
1,0,21,92,107,0,21,11,0.855555556,765,1.0,5,0.0,0.20242915,0,0,39.0,9,2.6316,False,Accuracy_Voting_Pred,False,0.3367794332479124
1,0,13,82,28,1,12,3,2.0,498,0.0,0,0.0,0.208333333,0,0,61.25,10,3.125,False,Accuracy_Voting_Pred,False,0.0596929188139641
1,0,11,37,21,0,11,7,0.8,190,1.0,4,0.0,0.24691358,0,0,17.5,3,1.1,False,Accuracy_Voting_Pred,False,0.10933514411497698
1,0,7,13,10,7,0,7,0.8,75,1.0,0,0.0,0.34375,0,0,7.75,2,0.875,False,Accuracy_Voting_Pred,False,0.2020820045677859
1,0,12,40,8,1,11,2,1.1875,173,1.0,0,0.0,0.4166666670000001,0,0,32.0,2,1.0,False,Accuracy_Voting_Pred,False,0.2247339918338357
1,0,15,42,16,0,15,10,0.757575758,354,1.0,5,0.0,0.242424242,0,0,28.0,4,1.5,False,Accuracy_Voting_Pred,False,0.20965897003107584
2,0,11,14,11,10,1,4,0.857142857,129,0.28571428600000004,6,0.764705882,0.4,1,1,19.33333333,3,1.0,False,Accuracy_Voting_Pred,False,0.2868373314657651
2,0,9,18,28,3,9,8,2.0,65,0.0,0,0.222222222,0.28571428600000004,0,0,7.125,1,0.875,False,Accuracy_Voting_Pred,False,0.05494882776495075
1,0,26,62,457,24,6,28,0.844594595,454,1.0,2,0.0,0.15,1,1,10.73684211,7,1.4737,True,Accuracy_Voting_Pred,False,0.4403857401454308
1,1,9,41,9,1,8,2,0.7,214,1.0,1,0.0,0.23,0,0,18.09090909,4,1.7273,False,Accuracy_Voting_Pred,False,0.0632500778577705
2,0,4,13,3,1,4,1,1.5,39,0.0,0,0.818181818,0.4,1,1,11.0,1,0.6667,False,Accuracy_Voting_Pred,False,0.37492474337154463
1,0,17,32,53,16,2,14,0.875,211,1.0,0,0.0,0.266666667,1,1,12.53333333,7,1.4667,False,Accuracy_Voting_Pred,False,0.08361953079923999
1,0,25,60,492,23,6,25,0.8402777779999999,441,1.0,2,0.0,0.148648649,1,1,10.702702699999998,7,1.4865,True,Accuracy_Voting_Pred,True,0.6116174747442502
1,0,3,14,0,3,0,9,0.694444444,164,1.0,0,0.0,0.5,1,1,15.0,13,2.3,False,Accuracy_Voting_Pred,False,0.2154964317760051
4,0,13,59,406,0,13,29,1.035714286,229,1.0,0,0.582089552,0.262931034,0,0,6.862068966,1,0.9655,False,Accuracy_Voting_Pred,False,0.40371698597398575
1,0,5,14,0,1,4,3,0.25,63,1.0,1,0.0,0.5555555560000001,0,0,19.33333333,3,1.3333,False,Accuracy_Voting_Pred,False,0.033597262671553024
2,0,4,9,1,2,4,1,2.0,30,0.0,0,0.9,0.625,1,1,13.0,1,0.5,False,Accuracy_Voting_Pred,False,0.02962780939930248
2,0,4,10,1,0,4,2,2.0,30,0.0,0,0.666666667,0.75,0,0,14.0,2,1.0,False,Accuracy_Voting_Pred,False,0.01801933348591031
2,0,6,16,3,0,6,2,1.0,237,1.0,0,0.7142857140000001,0.5,0,0,74.0,2,1.0,False,Accuracy_Voting_Pred,False,0.02689055435464084
2,0,14,29,91,8,14,14,2.0,135,0.0,0,0.133333333,0.295918367,0,0,8.642857142999999,1,0.9286,False,Accuracy_Voting_Pred,False,0.09896437387929262
2,0,9,36,1,2,9,1,2.0,400,1.0,0,0.9,0.625,1,2,195.5,1,0.5,False,Accuracy_Voting_Pred,False,0.04079286217775632
2,0,8,12,1,0,8,2,1.142857143,57,1.0,0,0.833333333,1.0,0,0,24.0,1,0.5,False,Accuracy_Voting_Pred,False,0.014692778014759862
1,0,5,20,0,0,5,3,0.5,94,1.0,0,0.0,0.666666667,0,0,29.66666667,1,0.6667,False,Accuracy_Voting_Pred,False,0.028246689457615607
1,0,9,6,15,7,2,6,2.0,6,0.0,0,0.0,0.466666667,0,0,0.0,1,1.0,False,Accuracy_Voting_Pred,False,0.03369917667184478
1,0,7,7,21,5,2,7,2.0,7,0.0,0,0.0,0.380952381,0,0,0.0,1,1.0,False,Accuracy_Voting_Pred,False,0.037813734295796576
1,0,9,31,3,1,8,3,2.0,75,0.0,0,0.0,0.333333333,0,0,24.0,1,0.6667,False,Accuracy_Voting_Pred,False,0.04926049076412553
1,0,25,63,33,1,24,2,0.222222222,468,1.0,0,0.0,0.16161616199999998,0,0,45.7,2,0.9,False,Accuracy_Voting_Pred,False,0.4476123592092229
1,0,4,5,0,4,0,3,0.833333333,22,1.0,0,0.0,0.75,0,0,4.0,1,0.5,False,Accuracy_Voting_Pred,False,0.019636579534808005
2,0,2,14,11,1,1,4,0.666666667,81,0.666666667,2,0.764705882,0.4,1,1,12.0,3,1.0,False,Accuracy_Voting_Pred,False,0.044166522207224
1,0,3,1,0,2,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,Accuracy_Voting_Pred,False,0.015589349965330616
1,0,2,13,3,2,0,1,2.0,90,0.0,0,0.0,0.444444444,0,0,29.0,6,2.6667,False,Accuracy_Voting_Pred,False,0.02734617205242584
